Date,Artist,Song,Weeks
3/25/1968,Otis Redding,(Sittin' On) The Dock Of The Bay,10
4/1/1968,Otis Redding,(Sittin' On) The Dock Of The Bay,11
4/8/1968,Bobby Goldsboro,Honey,4
4/15/1968,Bobby Goldsboro,Honey,5
4/22/1968,Bobby Goldsboro,Honey,6
4/29/1968,Bobby Goldsboro,Honey,7
5/6/1968,Bobby Goldsboro,Honey,8
5/13/1968,Archie Bell & The Drells,Tighten Up,8
5/20/1968,Archie Bell & The Drells,Tighten Up,9
5/27/1968,Simon & Garfunkel,Mrs. Robinson,6
6/3/1968,Simon & Garfunkel,Mrs. Robinson,7
6/10/1968,Simon & Garfunkel,Mrs. Robinson,8
6/17/1968,Herb Alpert,This Guy's In Love With You,6
6/24/1968,Herb Alpert,This Guy's In Love With You,7
7/1/1968,Herb Alpert,This Guy's In Love With You,8
7/8/1968,Herb Alpert,This Guy's In Love With You,9
7/15/1968,Hugh Masekela,Grazing In The Grass,7
7/22/1968,Hugh Masekela,Grazing In The Grass,8
7/29/1968,The Doors,"Hello, I Love You",5
8/5/1968,The Doors,"Hello, I Love You",6
8/12/1968,The Rascals,People Got To Be Free,5
8/19/1968,The Rascals,People Got To Be Free,6
8/26/1968,The Rascals,People Got To Be Free,7
9/2/1968,The Rascals,People Got To Be Free,8
9/9/1968,The Rascals,People Got To Be Free,9
9/16/1968,Jeannie C. Riley,Harper Valley P.T.A.,5
9/23/1968,The Beatles,Hey Jude,3
9/30/1968,The Beatles,Hey Jude,4
10/7/1968,The Beatles,Hey Jude,5
10/14/1968,The Beatles,Hey Jude,6
10/21/1968,The Beatles,Hey Jude,7
10/28/1968,The Beatles,Hey Jude,8
11/4/1968,The Beatles,Hey Jude,9
11/11/1968,The Beatles,Hey Jude,10
11/18/1968,The Beatles,Hey Jude,11
11/25/1968,Diana Ross & The Supremes,Love Child,7
12/2/1968,Diana Ross & The Supremes,Love Child,8
12/9/1968,Marvin Gaye,I Heard It Through The Grapevine,4
12/16/1968,Marvin Gaye,I Heard It Through The Grapevine,5
12/23/1968,Marvin Gaye,I Heard It Through The Grapevine,6
12/30/1968,Marvin Gaye,I Heard It Through The Grapevine,7
1/6/1969,Marvin Gaye,I Heard It Through The Grapevine,8
1/13/1969,Marvin Gaye,I Heard It Through The Grapevine,9
1/20/1969,Marvin Gaye,I Heard It Through The Grapevine,10
1/27/1969,Tommy James And The Shondells,Crimson And Clover,8
2/3/1969,Tommy James And The Shondells,Crimson And Clover,9
2/10/1969,Sly & The Family Stone,Everyday People,12
2/17/1969,Sly & The Family Stone,Everyday People,13
2/24/1969,Sly & The Family Stone,Everyday People,14
3/3/1969,Sly & The Family Stone,Everyday People,15
3/10/1969,Tommy Roe,Dizzy,7
3/17/1969,Tommy Roe,Dizzy,8
3/24/1969,Tommy Roe,Dizzy,9
3/31/1969,Tommy Roe,Dizzy,10
4/7/1969,The 5th Dimension,Aquarius/Let The Sunshine In (The Flesh Failures),6
4/14/1969,The 5th Dimension,Aquarius/Let The Sunshine In (The Flesh Failures),7
4/21/1969,The 5th Dimension,Aquarius/Let The Sunshine In (The Flesh Failures),8
4/28/1969,The 5th Dimension,Aquarius/Let The Sunshine In (The Flesh Failures),9
5/5/1969,The 5th Dimension,Aquarius/Let The Sunshine In (The Flesh Failures),10
5/12/1969,The 5th Dimension,Aquarius/Let The Sunshine In (The Flesh Failures),11
5/19/1969,The Beatles With Billy Preston,Get Back,3
5/26/1969,The Beatles With Billy Preston,Get Back,4
6/2/1969,The Beatles With Billy Preston,Get Back,5
6/9/1969,The Beatles With Billy Preston,Get Back,6
6/16/1969,The Beatles With Billy Preston,Get Back,7
6/23/1969,Henry Mancini And His Orchestra,Love Theme From Romeo & Juliet,8
6/30/1969,Henry Mancini And His Orchestra,Love Theme From Romeo & Juliet,9
7/7/1969,Zager & Evans,In The Year 2525,4
7/14/1969,Zager & Evans,In The Year 2525,5
7/21/1969,Zager & Evans,In The Year 2525,6
7/28/1969,Zager & Evans,In The Year 2525,7
8/4/1969,Zager & Evans,In The Year 2525,8
8/11/1969,Zager & Evans,In The Year 2525,9
8/18/1969,The Rolling Stones,Honky Tonk Women,6
8/25/1969,The Rolling Stones,Honky Tonk Women,7
9/1/1969,The Rolling Stones,Honky Tonk Women,8
9/8/1969,The Rolling Stones,Honky Tonk Women,9
9/15/1969,The Archies,"Sugar, Sugar",9
9/22/1969,The Archies,"Sugar, Sugar",10
9/29/1969,The Archies,"Sugar, Sugar",11
10/6/1969,The Archies,"Sugar, Sugar",12
10/13/1969,The Temptations,I Can't Get Next To You,10
10/20/1969,The Temptations,I Can't Get Next To You,11
10/27/1969,Elvis Presley,Suspicious Minds,8
11/3/1969,The 5th Dimension,Wedding Bell Blues,7
11/10/1969,The 5th Dimension,Wedding Bell Blues,8
11/17/1969,The 5th Dimension,Wedding Bell Blues,9
11/24/1969,The Beatles,Come Together/Something,7
12/1/1969,Steam,Na Na Hey Hey Kiss Him Goodbye,8
12/8/1969,Steam,Na Na Hey Hey Kiss Him Goodbye,9
12/15/1969,"Peter, Paul & Mary",Leaving On A Jet Plane,9
12/22/1969,Diana Ross & The Supremes,Someday We'll Be Together,8
12/29/1969,B.J. Thomas,Raindrops Keep Fallin' On My Head,10
1/5/1970,B.J. Thomas,Raindrops Keep Fallin' On My Head,11
1/12/1970,B.J. Thomas,Raindrops Keep Fallin' On My Head,12
1/19/1970,B.J. Thomas,Raindrops Keep Fallin' On My Head,13
1/26/1970,Jackson 5,I Want You Back,12
2/2/1970,The Shocking Blue,Venus,9
2/9/1970,Sly & The Family Stone,Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star,7
2/16/1970,Sly & The Family Stone,Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star,8
2/23/1970,Simon & Garfunkel,Bridge Over Troubled Water,4
3/2/1970,Simon & Garfunkel,Bridge Over Troubled Water,5
3/9/1970,Simon & Garfunkel,Bridge Over Troubled Water,6
3/16/1970,Simon & Garfunkel,Bridge Over Troubled Water,7
3/23/1970,Simon & Garfunkel,Bridge Over Troubled Water,8
3/30/1970,Simon & Garfunkel,Bridge Over Troubled Water,9
4/6/1970,The Beatles,Let It Be,4
4/13/1970,The Beatles,Let It Be,5
4/20/1970,Jackson 5,ABC,7
4/27/1970,Jackson 5,ABC,8
5/4/1970,The Guess Who,American Woman/No Sugar Tonight,8
5/11/1970,The Guess Who,American Woman/No Sugar Tonight,9
5/18/1970,The Guess Who,American Woman/No Sugar Tonight,10
5/25/1970,Ray Stevens,Everything Is Beautiful,9
6/1/1970,Ray Stevens,Everything Is Beautiful,10
6/8/1970,The Beatles,The Long And Winding Road/For You Blue,4
6/15/1970,The Beatles,The Long And Winding Road/For You Blue,5
6/22/1970,Jackson 5,The Love You Save/I Found That Girl,5
6/29/1970,Jackson 5,The Love You Save/I Found That Girl,6
7/6/1970,Three Dog Night,Mama Told Me (Not To Come),8
7/13/1970,Three Dog Night,Mama Told Me (Not To Come),9
7/20/1970,Carpenters,(They Long To Be) Close To You,6
7/27/1970,Carpenters,(They Long To Be) Close To You,7
8/3/1970,Carpenters,(They Long To Be) Close To You,8
8/10/1970,Carpenters,(They Long To Be) Close To You,9
8/17/1970,Bread,Make It With You,11
8/24/1970,Edwin Starr,War,8
8/31/1970,Edwin Starr,War,9
9/7/1970,Edwin Starr,War,10
9/14/1970,Diana Ross,Ain't No Mountain High Enough,7
9/21/1970,Diana Ross,Ain't No Mountain High Enough,8
9/28/1970,Diana Ross,Ain't No Mountain High Enough,9
10/5/1970,Neil Diamond,Cracklin' Rosie,8
10/12/1970,Jackson 5,I'll Be There,5
10/19/1970,Jackson 5,I'll Be There,6
10/26/1970,Jackson 5,I'll Be There,7
11/2/1970,Jackson 5,I'll Be There,8
11/9/1970,Jackson 5,I'll Be There,9
11/16/1970,The Partridge Family Starring Shirley Jones Featuring David Cassidy,I Think I Love You,7
11/23/1970,The Partridge Family Starring Shirley Jones Featuring David Cassidy,I Think I Love You,8
11/30/1970,The Partridge Family Starring Shirley Jones Featuring David Cassidy,I Think I Love You,9
12/7/1970,Smokey Robinson & The Miracles,The Tears Of A Clown,9
12/14/1970,Smokey Robinson & The Miracles,The Tears Of A Clown,10
12/21/1970,George Harrison,My Sweet Lord/Isn't It A Pity,5
12/28/1970,George Harrison,My Sweet Lord/Isn't It A Pity,6
1/4/1971,George Harrison,My Sweet Lord/Isn't It A Pity,7
1/11/1971,George Harrison,My Sweet Lord/Isn't It A Pity,8
1/18/1971,Dawn,Knock Three Times,10
1/25/1971,Dawn,Knock Three Times,11
2/1/1971,Dawn,Knock Three Times,12
2/8/1971,The Osmonds,One Bad Apple,7
2/15/1971,The Osmonds,One Bad Apple,8
2/22/1971,The Osmonds,One Bad Apple,9
3/1/1971,The Osmonds,One Bad Apple,10
3/8/1971,The Osmonds,One Bad Apple,11
3/15/1971,Janis Joplin,Me And Bobby McGee,8
3/22/1971,Janis Joplin,Me And Bobby McGee,9
3/29/1971,The Temptations,Just My Imagination (Running Away With Me),9
4/5/1971,The Temptations,Just My Imagination (Running Away With Me),10
4/12/1971,Three Dog Night,Joy To The World,6
4/19/1971,Three Dog Night,Joy To The World,7
4/26/1971,Three Dog Night,Joy To The World,8
5/3/1971,Three Dog Night,Joy To The World,9
5/10/1971,Three Dog Night,Joy To The World,10
5/17/1971,Three Dog Night,Joy To The World,11
5/24/1971,The Rolling Stones,Brown Sugar,5
5/31/1971,The Rolling Stones,Brown Sugar,6
6/7/1971,The Honey Cone,Want Ads,10
6/14/1971,Carole King,It's Too Late/I Feel The Earth Move,7
6/21/1971,Carole King,It's Too Late/I Feel The Earth Move,8
6/28/1971,Carole King,It's Too Late/I Feel The Earth Move,9
7/5/1971,Carole King,It's Too Late/I Feel The Earth Move,10
7/12/1971,Carole King,It's Too Late/I Feel The Earth Move,11
7/19/1971,The Raiders,Indian Reservation (The Lament Of The Cherokee Reservation Indian),16
7/26/1971,James Taylor,You've Got A Friend,9
8/2/1971,Bee Gees,How Can You Mend A Broken Heart,7
8/9/1971,Bee Gees,How Can You Mend A Broken Heart,8
8/16/1971,Bee Gees,How Can You Mend A Broken Heart,9
8/23/1971,Bee Gees,How Can You Mend A Broken Heart,10
8/30/1971,Paul & Linda McCartney,Uncle Albert/Admiral Halsey,4
9/6/1971,Donny Osmond,Go Away Little Girl,6
9/13/1971,Donny Osmond,Go Away Little Girl,7
9/20/1971,Donny Osmond,Go Away Little Girl,8
9/27/1971,Rod Stewart,Maggie May/Reason To Believe,12
10/4/1971,Rod Stewart,Maggie May/Reason To Believe,13
10/11/1971,Rod Stewart,Maggie May/Reason To Believe,14
10/18/1971,Rod Stewart,Maggie May/Reason To Believe,15
10/25/1971,Rod Stewart,Maggie May/Reason To Believe,16
11/1/1971,Cher,"Gypsys, Tramps & Thieves",8
11/8/1971,Cher,"Gypsys, Tramps & Thieves",9
11/15/1971,Isaac Hayes,Theme From Shaft,6
11/22/1971,Isaac Hayes,Theme From Shaft,7
11/29/1971,Sly & The Family Stone,Family Affair,5
12/6/1971,Sly & The Family Stone,Family Affair,6
12/13/1971,Sly & The Family Stone,Family Affair,7
12/20/1971,Melanie,Brand New Key,9
12/27/1971,Melanie,Brand New Key,10
1/3/1972,Melanie,Brand New Key,11
1/10/1972,Don McLean,American Pie (Parts I & II),8
1/17/1972,Don McLean,American Pie (Parts I & II),9
1/24/1972,Don McLean,American Pie (Parts I & II),10
1/31/1972,Don McLean,American Pie (Parts I & II),11
2/7/1972,Al Green,Let's Stay Together,11
2/14/1972,Nilsson,Without You,10
2/21/1972,Nilsson,Without You,11
2/28/1972,Nilsson,Without You,12
3/6/1972,Nilsson,Without You,13
3/13/1972,Neil Young,Heart Of Gold,7
3/20/1972,America,A Horse With No Name,6
3/27/1972,America,A Horse With No Name,7
4/3/1972,America,A Horse With No Name,8
4/10/1972,Roberta Flack,The First Time Ever I Saw Your Face,7
4/17/1972,Roberta Flack,The First Time Ever I Saw Your Face,8
4/24/1972,Roberta Flack,The First Time Ever I Saw Your Face,9
5/1/1972,Roberta Flack,The First Time Ever I Saw Your Face,10
5/8/1972,Roberta Flack,The First Time Ever I Saw Your Face,11
5/15/1972,Roberta Flack,The First Time Ever I Saw Your Face,12
5/22/1972,The Chi-lites,Oh Girl,8
5/29/1972,The Staple Singers,I'll Take You There,9
6/5/1972,"Sammy Davis, Jr. with The Mike Curb Congregation",The Candy Man,14
6/12/1972,"Sammy Davis, Jr. with The Mike Curb Congregation",The Candy Man,15
6/19/1972,"Sammy Davis, Jr. with The Mike Curb Congregation",The Candy Man,16
6/26/1972,Neil Diamond,Song Sung Blue,9
7/3/1972,Bill Withers,Lean On Me,12
7/10/1972,Bill Withers,Lean On Me,13
7/17/1972,Bill Withers,Lean On Me,14
7/24/1972,Gilbert O'Sullivan,Alone Again (Naturally),7
7/31/1972,Gilbert O'Sullivan,Alone Again (Naturally),8
8/7/1972,Gilbert O'Sullivan,Alone Again (Naturally),9
8/14/1972,Gilbert O'Sullivan,Alone Again (Naturally),10
8/21/1972,Looking Glass,Brandy (You're A Fine Girl),11
8/28/1972,Gilbert O'Sullivan,Alone Again (Naturally),12
9/4/1972,Gilbert O'Sullivan,Alone Again (Naturally),13
9/11/1972,Three Dog Night,Black & White,6
9/18/1972,Mac Davis,Baby Don't Get Hooked On Me,13
9/25/1972,Mac Davis,Baby Don't Get Hooked On Me,14
10/2/1972,Mac Davis,Baby Don't Get Hooked On Me,15
10/9/1972,Michael Jackson,Ben,11
10/16/1972,Chuck Berry,My Ding-A-Ling,12
10/23/1972,Chuck Berry,My Ding-A-Ling,13
10/30/1972,Johnny Nash,I Can See Clearly Now,9
11/6/1972,Johnny Nash,I Can See Clearly Now,10
11/13/1972,Johnny Nash,I Can See Clearly Now,11
11/20/1972,Johnny Nash,I Can See Clearly Now,12
11/27/1972,The Temptations,Papa Was A Rollin' Stone,8
12/4/1972,Helen Reddy,I Am Woman,16
12/11/1972,Billy Paul,Me And Mrs. Jones,7
12/18/1972,Billy Paul,Me And Mrs. Jones,8
12/25/1972,Billy Paul,Me And Mrs. Jones,9
1/1/1973,Carly Simon,You're So Vain,6
1/8/1973,Carly Simon,You're So Vain,7
1/15/1973,Carly Simon,You're So Vain,8
1/22/1973,Stevie Wonder,Superstition,11
1/29/1973,Elton John,Crocodile Rock,9
2/5/1973,Elton John,Crocodile Rock,10
2/12/1973,Elton John,Crocodile Rock,11
2/19/1973,Roberta Flack,Killing Me Softly With His Song,5
2/26/1973,Roberta Flack,Killing Me Softly With His Song,6
3/5/1973,Roberta Flack,Killing Me Softly With His Song,7
3/12/1973,Roberta Flack,Killing Me Softly With His Song,8
3/19/1973,The O'Jays,Love Train,10
3/26/1973,Roberta Flack,Killing Me Softly With His Song,10
4/2/1973,Vicki Lawrence,The Night The Lights Went Out In Georgia,9
4/9/1973,Vicki Lawrence,The Night The Lights Went Out In Georgia,10
4/16/1973,Dawn Featuring Tony Orlando,Tie A Yellow Ribbon Round The Ole Oak Tree,10
4/23/1973,Dawn Featuring Tony Orlando,Tie A Yellow Ribbon Round The Ole Oak Tree,11
4/30/1973,Dawn Featuring Tony Orlando,Tie A Yellow Ribbon Round The Ole Oak Tree,12
5/7/1973,Dawn Featuring Tony Orlando,Tie A Yellow Ribbon Round The Ole Oak Tree,13
5/14/1973,Stevie Wonder,You Are The Sunshine Of My Life,10
5/21/1973,Edgar Winter Group,Frankenstein,12
5/28/1973,Paul McCartney And Wings,My Love,8
6/4/1973,Paul McCartney And Wings,My Love,9
6/11/1973,Paul McCartney And Wings,My Love,10
6/18/1973,Paul McCartney And Wings,My Love,11
6/25/1973,George Harrison,Give Me Love - (Give Me Peace On Earth),7
7/2/1973,Billy Preston,Will It Go Round In Circles,15
7/9/1973,Billy Preston,Will It Go Round In Circles,16
7/16/1973,Jim Croce,"Bad, Bad Leroy Brown",14
7/23/1973,Jim Croce,"Bad, Bad Leroy Brown",15
7/30/1973,Maureen McGovern,The Morning After,7
8/6/1973,Maureen McGovern,The Morning After,8
8/13/1973,Diana Ross,Touch Me In The Morning,12
8/20/1973,Stories,Brother Louie,10
8/27/1973,Stories,Brother Louie,11
9/3/1973,Marvin Gaye,Let's Get It On,9
9/10/1973,Helen Reddy,Delta Dawn,13
9/17/1973,Marvin Gaye,Let's Get It On,11
9/24/1973,Grand Funk,We're An American Band,10
10/1/1973,Cher,Half-Breed,10
10/8/1973,Cher,Half-Breed,11
10/15/1973,The Rolling Stones,Angie,7
10/22/1973,Gladys Knight And The Pips,Midnight Train To Georgia,9
10/29/1973,Gladys Knight And The Pips,Midnight Train To Georgia,10
11/5/1973,Eddie Kendricks,Keep On Truckin' (Part 1),12
11/12/1973,Eddie Kendricks,Keep On Truckin' (Part 1),13
11/19/1973,Ringo Starr,Photograph,8
11/26/1973,Carpenters,Top Of The World,9
12/3/1973,Carpenters,Top Of The World,10
12/10/1973,Charlie Rich,The Most Beautiful Girl,12
12/17/1973,Charlie Rich,The Most Beautiful Girl,13
12/24/1973,Jim Croce,Time In A Bottle,7
12/31/1973,Jim Croce,Time In A Bottle,8
1/7/1974,The Steve Miller Band,The Joker,13
1/14/1974,Al Wilson,Show And Tell,14
1/21/1974,Ringo Starr,You're Sixteen,7
1/28/1974,Barbra Streisand,The Way We Were,11
2/4/1974,Love Unlimited Orchestra,Love's Theme,11
2/11/1974,Barbra Streisand,The Way We Were,13
2/18/1974,Barbra Streisand,The Way We Were,14
2/25/1974,Terry Jacks,Seasons In The Sun,8
3/4/1974,Terry Jacks,Seasons In The Sun,9
3/11/1974,Terry Jacks,Seasons In The Sun,10
3/18/1974,Cher,Dark Lady,10
3/25/1974,John Denver,Sunshine On My Shoulders,10
4/1/1974,Blue Swede,Hooked On A Feeling,8
4/8/1974,Elton John,Bennie And The Jets,9
4/15/1974,MFSB Featuring The Three Degrees,TSOP (The Sound Of Philadelphia),8
4/22/1974,MFSB Featuring The Three Degrees,TSOP (The Sound Of Philadelphia),9
4/29/1974,Grand Funk,The Loco-Motion,9
5/6/1974,Grand Funk,The Loco-Motion,10
5/13/1974,Ray Stevens,The Streak,6
5/20/1974,Ray Stevens,The Streak,7
5/27/1974,Ray Stevens,The Streak,8
6/3/1974,Paul McCartney And Wings,Band On The Run,8
6/10/1974,Bo Donaldson And The Heywoods,"Billy, Don't Be A Hero",9
6/17/1974,Bo Donaldson And The Heywoods,"Billy, Don't Be A Hero",10
6/24/1974,Gordon Lightfoot,Sundown,12
7/1/1974,The Hues Corporation,Rock The Boat,7
7/8/1974,George McCrae,Rock Your Baby,7
7/15/1974,George McCrae,Rock Your Baby,8
7/22/1974,John Denver,Annie's Song,9
7/29/1974,John Denver,Annie's Song,10
8/5/1974,Roberta Flack,Feel Like Makin' Love,8
8/12/1974,Paper Lace,The Night Chicago Died,10
8/19/1974,Paul Anka with Odia Coates,(You're) Having My Baby,8
8/26/1974,Paul Anka with Odia Coates,(You're) Having My Baby,9
9/2/1974,Paul Anka with Odia Coates,(You're) Having My Baby,10
9/9/1974,Eric Clapton,I Shot The Sheriff,10
9/16/1974,Barry White,"Can't Get Enough Of Your Love, Babe",8
9/23/1974,Andy Kim,Rock Me Gently,15
9/30/1974,Olivia Newton-John,I Honestly Love You,8
10/7/1974,Olivia Newton-John,I Honestly Love You,9
10/14/1974,Billy Preston,Nothing From Nothing,15
10/21/1974,Dionne Warwicke & Spinners,Then Came You,14
10/28/1974,Stevie Wonder,You Haven't Done Nothin,14
11/4/1974,Bachman-Turner Overdrive,You Ain't Seen Nothing Yet/Free Wheelin',8
11/11/1974,John Lennon With The Plastic Ono Nuclear Band,Whatever Gets You Thru The Night,8
11/18/1974,Billy Swan,I Can Help,9
11/25/1974,Billy Swan,I Can Help,10
12/2/1974,Carl Douglas,Kung Fu Fighting,9
12/9/1974,Carl Douglas,Kung Fu Fighting,10
12/16/1974,Harry Chapin,Cat's In The Cradle,12
12/23/1974,Helen Reddy,Angie Baby,11
12/30/1974,Elton John,Lucy In The Sky With Diamonds,6
1/6/1975,Elton John,Lucy In The Sky With Diamonds,7
1/13/1975,Barry Manilow,Mandy,10
1/20/1975,Carpenters,Please Mr. Postman,10
1/27/1975,Neil Sedaka,Laughter In The Rain,16
2/3/1975,Ohio Players,Fire,9
2/10/1975,Linda Ronstadt,You're No Good,11
2/17/1975,AWB,Pick Up The Pieces,12
2/24/1975,Eagles,Best Of My Love,14
3/3/1975,Olivia Newton-John,Have You Never Been Mellow,7
3/10/1975,The Doobie Brothers,Black Water,13
3/17/1975,Frankie Valli,My Eyes Adored You,18
3/24/1975,Labelle,Lady Marmalade,13
3/31/1975,Minnie Riperton,Lovin' You,12
4/7/1975,The Elton John Band,Philadelphia Freedom,6
4/14/1975,The Elton John Band,Philadelphia Freedom,7
4/21/1975,B.J. Thomas,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,13
4/28/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You),8
5/5/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You),9
5/12/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You),10
5/19/1975,"Earth, Wind & Fire",Shining Star,15
5/26/1975,Freddy Fender,Before The Next Teardrop Falls,18
6/2/1975,John Denver,Thank God I'm A Country Boy,12
6/9/1975,America,Sister Golden Hair,11
6/16/1975,The Captain & Tennille,Love Will Keep Us Together,10
6/23/1975,The Captain & Tennille,Love Will Keep Us Together,11
6/30/1975,The Captain & Tennille,Love Will Keep Us Together,12
7/7/1975,The Captain & Tennille,Love Will Keep Us Together,13
7/14/1975,Wings,Listen To What The Man Said,8
7/21/1975,Van McCoy & The Soul City Symphony,The Hustle,15
7/28/1975,Eagles,One Of These Nights,10
8/4/1975,Bee Gees,Jive Talkin',11
8/11/1975,Bee Gees,Jive Talkin',12
8/18/1975,"Hamilton, Joe Frank & Reynolds",Fallin' In Love,10
8/25/1975,KC And The Sunshine Band,Get Down Tonight,8
9/1/1975,Glen Campbell,Rhinestone Cowboy,15
9/8/1975,Glen Campbell,Rhinestone Cowboy,16
9/15/1975,David Bowie,Fame,13
9/22/1975,John Denver,I'm Sorry,7
9/29/1975,David Bowie,Fame,15
10/6/1975,Neil Sedaka,Bad Blood,5
10/13/1975,Neil Sedaka,Bad Blood,6
10/20/1975,Neil Sedaka,Bad Blood,7
10/27/1975,Elton John,Island Girl,4
11/3/1975,Elton John,Island Girl,5
11/10/1975,Elton John,Island Girl,6
11/17/1975,KC And The Sunshine Band,That's The Way (I Like It),5
11/24/1975,Silver Convention,"Fly, Robin, Fly",8
12/1/1975,Silver Convention,"Fly, Robin, Fly",9
12/8/1975,Silver Convention,"Fly, Robin, Fly",10
12/15/1975,KC And The Sunshine Band,That's The Way (I Like It),9
12/22/1975,The Staple Singers,Let's Do It Again,10
12/29/1975,Bay City Rollers,Saturday Night,13
1/5/1976,C.W. McCall,Convoy,6
1/12/1976,Barry Manilow,I Write The Songs,10
1/19/1976,Diana Ross,Theme From Mahogany (Do You Know Where You're Going To),13
1/26/1976,Ohio Players,Love Rollercoaster,12
2/2/1976,Paul Simon,50 Ways To Leave Your Lover,8
2/9/1976,Paul Simon,50 Ways To Leave Your Lover,9
2/16/1976,Paul Simon,50 Ways To Leave Your Lover,10
2/23/1976,Rhythm Heritage,Theme From S.W.A.T.,16
3/1/1976,The Miracles,Love Machine (Part 1),20
3/8/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)",12
3/15/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)",13
3/22/1976,The 4 Seasons,"December, 1963 (Oh, What a Night)",14
3/29/1976,Johnnie Taylor,Disco Lady,9
4/5/1976,Johnnie Taylor,Disco Lady,10
4/12/1976,Johnnie Taylor,Disco Lady,11
4/19/1976,Johnnie Taylor,Disco Lady,12
4/26/1976,Bellamy Brothers,Let Your Love Flow,14
5/3/1976,John Sebastian,Welcome Back,7
5/10/1976,The Sylvers,Boogie Fever,14
5/17/1976,Wings,Silly Love Songs,7
5/24/1976,Diana Ross,Love Hangover,9
5/31/1976,Diana Ross,Love Hangover,10
6/7/1976,Wings,Silly Love Songs,10
6/14/1976,Wings,Silly Love Songs,11
6/21/1976,Wings,Silly Love Songs,12
6/28/1976,Wings,Silly Love Songs,13
7/5/1976,Starland Vocal Band,Afternoon Delight,10
7/12/1976,Starland Vocal Band,Afternoon Delight,11
7/19/1976,The Manhattans,Kiss And Say Goodbye,15
7/26/1976,The Manhattans,Kiss And Say Goodbye,16
8/2/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart,6
8/9/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart,7
8/16/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart,8
8/23/1976,Elton John & Kiki Dee,Don't Go Breaking My Heart,9
8/30/1976,Bee Gees,You Should Be Dancing,10
9/6/1976,KC And The Sunshine Band,"(Shake, Shake, Shake) Shake Your Booty",10
9/13/1976,Wild Cherry,Play That Funky Music,14
9/20/1976,Wild Cherry,Play That Funky Music,15
9/27/1976,Wild Cherry,Play That Funky Music,16
10/4/1976,Walter Murphy & The Big Apple Band,A Fifth Of Beethoven,20
10/11/1976,Rick Dees & His Cast Of Idiots,Disco Duck (Part I),10
10/18/1976,Chicago,If You Leave Me Now,11
10/25/1976,Chicago,If You Leave Me Now,12
11/1/1976,Steve Miller,Rock'n Me,13
11/8/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright),7
11/15/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright),8
11/22/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright),9
11/29/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright),10
12/6/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright),11
12/13/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright),12
12/20/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright),13
12/27/1976,Rod Stewart,Tonight's The Night (Gonna Be Alright),14
1/3/1977,Marilyn McCoo & Billy Davis Jr.,You Don't Have To Be A Star (To Be In My Show),18
1/10/1977,Leo Sayer,You Make Me Feel Like Dancing,13
1/17/1977,Stevie Wonder,I Wish,8
1/24/1977,Rose Royce,Car Wash,15
1/31/1977,Mary Macgregor,Torn Between Two Lovers,12
2/7/1977,Mary Macgregor,Torn Between Two Lovers,13
2/14/1977,Manfred Mann's Earth Band,Blinded By The Light,14
2/21/1977,Eagles,New Kid In Town,11
2/28/1977,Barbra Streisand,"Evergreen (Love Theme From ""A Star Is Born"")",13
3/7/1977,Barbra Streisand,"Evergreen (Love Theme From ""A Star Is Born"")",14
3/14/1977,Barbra Streisand,"Evergreen (Love Theme From ""A Star Is Born"")",15
3/21/1977,Daryl Hall John Oates,Rich Girl,10
3/28/1977,Daryl Hall John Oates,Rich Girl,11
4/4/1977,ABBA,Dancing Queen,18
4/11/1977,David Soul,Don't Give Up On Us,12
4/18/1977,Thelma Houston,Don't Leave Me This Way,19
4/25/1977,Glen Campbell,Southern Nights,12
5/2/1977,Eagles,Hotel California,11
5/9/1977,Leo Sayer,When I Need You,12
5/16/1977,Stevie Wonder,Sir Duke,8
5/23/1977,Stevie Wonder,Sir Duke,9
5/30/1977,Stevie Wonder,Sir Duke,10
6/6/1977,KC And The Sunshine Band,I'm Your Boogie Man,16
6/13/1977,Fleetwood Mac,Dreams,10
6/20/1977,Marvin Gaye,Got To Give It Up (Pt. I),11
6/27/1977,Bill Conti,Gonna Fly Now,11
7/4/1977,Alan O'Day,Undercover Angel,15
7/11/1977,Shaun Cassidy,Da Doo Ron Ron,10
7/18/1977,Barry Manilow,Looks Like We Made It,12
7/25/1977,Andy Gibb,I Just Want To Be Your Everything,15
8/1/1977,Andy Gibb,I Just Want To Be Your Everything,16
